iindex,Timestep_0,Day_0,Month_0,Hour_0,Potential_Temperature_0,Mixing_Depth_0,Specific_Humidity_0,Terrain_Altitude_0,Solar_Radiation_0,Latitude_0,Longitude_0,AltP_meters_0,Temperature_C_0,DateTime_0,Timestep_-24,Day_-24,Month_-24,Hour_-24,Potential_Temperature_-24,Mixing_Depth_-24,Specific_Humidity_-24,Terrain_Altitude_-24,Solar_Radiation_-24,Latitude_-24,Longitude_-24,AltP_meters_-24,Temperature_C_-24,Cumulative_Dist_-24,bearings_from_origin_-24,DateTime_-24,DateTime,Year,CloseTime,Julian Open Time,Julian Closing Time,Latitude,Longitude,AltP_feet,AltP_meters,Methane (ppm),CH4 (ppbv),CO (ppbv),CO2_ppm,OCS (MS),DMS (MS),CS2 (MS),CFC-12 (C/D),CFC-11 (C/D),CFC-113 (D),CFC-114 (C/MS),H-1211 (C/D),H-1301 (C),HFC-152a (MS),HFC-134a (MS),HCFC-22 (MS),HCFC-142b,HCFC-141b (MS),CHCl3 (C/D),CH3CCl3 (C/MS),CCl4 (C/MS),CH2Cl2 (C/D/MS),C2HCl3 (D/MS),C2Cl4 (C/MS),CH3Cl (MS),CH3Br (C/MS),CH3I (C/D),CH2Br2 (D),CHBrCl2 (D),CHBr2Cl (D),CHBr3 (C/MS),EtCl (MS),"1,2-DCE (MS)",MeONO2 (C/D),EtONO2 (C/D),i-PrONO2 (D),n-PrONO2 (C),2-BuONO2 (D),3-PeONO2 (D),2-PeONO2 (D),3-Methyl-2-BuONO2 (D),Ethane (E),Ethene (E),Ethyne (E),Propane (E/B),Propene (E),i-Butane (E),n-Butane (E),i-Butene (E),1-Butene (E),trans-2-Butene (MS),cis-2-Butene (MS),i-Pentane (E),n-Pentane (E),1-Pentene,Isoprene (E_B),"1,3-Butadiene (B)",trans-2-Pentene,cis-2-Pentene,3-Methyl-1-butene,2-Methyl-1-Butene,2-Methyl-2-butene,"1,2-Propadiene",n-Hexane (E),n-Heptane (E),n-Octane (B),n-Nonane (B),n-Decane (B),"2,2-Dimethylbutane (B)","2,3-Dimethylbutane (MS)",2-Methylpentane (MS),3-Methylpentane (MS),2-Methylhexane (B),3-Methylhexane (B),2-Methylheptane (B),3-Methylheptane (B),"2,3-Dimethylpentane (B)","2,4-Dimethylpentane (B)","2,2,4-Trimethylpentane (B)","2,3,4-Trimethylpentane",Cyclopentane (B),Methylcyclopentane (B),Cyclohexane,Methylcylohexane (B),Benzene (E_MS),Toluene (B),Ethylbenzene (MS),m/p-Xylene (MS),o-Xylene (MS),Styrene (MS),i-Propylbenzene (MS),n-Propylbenzene (MS),3-Ethyltoluene (MS),4-Ethyltoluene (MS),2-Ethyltoluene (MS),"1,3,5-Trimethylbenzene (MS)","1,2,4-Trimethylbenzene (MS)","1,2,3-Trimethylbenzene (MS)",alpha-Pinene (MS),beta-Pinene (MS)
28,0,21,7,20,308.4,1334.2,4.3,119.5,779.1,36.908,-120.368,368.8,31.55,7/21/2009 20:00,-24,20,7,20,300.8,281.4,4.1,-56.6,736.8,39.867,-124.987,857.7,21.05,524801.349,-0.860874466,7/20/2009 20:00,7/21/2009 20:09,2009,20:10:11,40015.83997,40015.84041,36.90833333,-120.3683333,1210,368.808,2.008,200.8,,,492,35.1,,532,239,76.8,16.3,4.295,3.5,,61.2,221,24.1,27.4,20.85,9.15,87.4,58.4,0.26,3.62,508,9.58,0.386,0.64,0.3,,,,,9.61,6.76,7.58,1.25,4.36,0.53,1.09,,533,49,83,240,12,15,29,,,,,42,18,,,,,,,,,,6,5,,,,,,77,,17,25,,,,,7,,,,,,24,60,3,,,,,,,,,7,31,11,,
29,0,21,7,20,308.3,1311.7,4.3,81.7,779.6,36.99,-120.318,366.1,31.95,7/21/2009 20:00,-24,20,7,20,302.1,285.9,3.7,-27.5,738,39.716,-124.942,882.1,21.85,509364.3158,-0.901421266,7/20/2009 20:00,7/21/2009 20:11,2009,20:11:41,40015.84098,40015.84145,36.99,-120.3183333,1201,366.0648,1.944,194.4,,,479,19.5,,541,239,76.1,16.6,4.19,3.4,,55.7,212,24.6,25.2,19.8,9.02,87.5,60.4,0.19,3.12,507,9.48,0.374,0.63,0.24,,,,,8.7,5.84,5.77,1.02,2.97,0.37,0.76,,508,40,68,164,7,13,18,,3,,,33,13,,7,,,,,,,,6,,,,,,,21,,7,24,,,,,4,,,,,,11,14,,,,,,,,,,,10,9,,
30,0,21,7,20,308.8,1314.8,4.2,127,780.7,37.06,-120.26,364.8,31.85,7/21/2009 20:00,-24,20,7,20,303.4,289.2,3.4,-2.6,739.3,39.555,-124.889,925.8,22.45,494993.8771,-0.944164458,7/20/2009 20:00,7/21/2009 20:12,2009,20:13:07,40015.84201,40015.84244,37.06,-120.26,1197,364.8456,1.894,189.4,,,474,28.7,,534,240,76,16.7,4.267,3.3,,75.3,237,24.1,27.2,21.45,9.11,88.8,64.5,0.36,4.06,500,8.7,0.42,0.63,0.24,,,,,9.25,5.91,8.68,1.3,4.35,0.81,1.625,,643,92,143,431,10,28,49,,,,,126,47,,23,,,,,,,,17,8,,,,7,8,66,13,16,21,,,,7,19,,,,,,23,45,6,,,,,,,,,6,15,7,,
31,0,21,7,20,309.4,1325.9,4.1,215.1,782.2,37.14,-120.207,370.3,31.55,7/21/2009 20:00,-24,20,7,20,304.6,290.7,3,17.7,740.6,39.404,-124.818,973,22.95,479880.948,-0.987234297,7/20/2009 20:00,7/21/2009 20:14,2009,20:14:40,40015.84306,40015.84352,37.14,-120.2066667,1215,370.332,1.889,188.9,,,477,19.5,,533,239,76.5,16.3,4.19,3.4,,57.8,236,24,28.5,21,9.16,88.8,55.4,0.22,5.14,501,9.46,0.334,0.64,0.22,,,,,9.7,5.77,7.78,1.14,4.06,0.69,1.335,,590,62,120,304,7,27,39,,,,,90,31,,6,,,,,,,,17,3,,,,,,79,11,9,19,,,,,13,,,,,,20,39,,,,,,,,,,7,20,13,,
32,0,21,7,20,310,1338.3,4,351.6,784.1,37.245,-120.183,365.5,30.95,7/21/2009 20:00,-24,20,7,20,305.2,290.1,2.9,29.5,741.8,39.306,-124.743,984.8,23.35,465137.497,-1.024001608,7/20/2009 20:00,7/21/2009 20:15,2009,20:16:10,40015.8441,40015.84456,37.245,-120.1833333,1199,365.4552,1.909,190.9,,,473,12.4,,531,239,76.5,16.7,4.143,3.1,,52,246,22.6,28,19.95,9.23,90.6,65.9,0.22,3.84,501,8.98,0.36,0.65,0.2,,,,,8.97,5.7,6.68,1.04,3.32,0.54,1.11,,588,58,86,241,6,22,26,,,,,46,21,,6,,,,,,,,9,8,,,,,,43,,8,16,,,,,4,,,,,,17,19,,,,,,,,,,4,7,6,,
33,0,21,7,20,310.2,1335.4,3.9,436.8,784.8,37.317,-120.22,370,30.15,7/21/2009 20:00,-24,20,7,20,304.9,290.3,3,29.8,741.5,39.343,-124.748,967.1,23.25,461192.8282,-1.02816699,7/20/2009 20:00,7/21/2009 20:17,2009,20:17:40,40015.84514,40015.8456,37.31666667,-120.22,1214,370.0272,1.905,190.5,,,480,13.3,,534,240,75.9,16.3,4.238,3.4,,53.7,215,24.1,30.6,20.55,9.09,90,62.3,0.21,3.77,502,10.61,0.412,0.66,0.22,,,,,9.22,6.08,7.02,1.11,3.63,0.63,1.26,,586,60,91,222,10,19,26,,,,,47,24,,4,,,,,,,,7,8,,,,,,43,,12,19,,,,22,6,,,,,,15,18,,,,,,,,,,5,7,5,3,
34,0,21,7,20,310.3,1327.3,3.8,526.5,785.6,37.405,-120.267,371.9,29.35,7/21/2009 20:00,-24,20,7,20,304.5,290.6,3.2,31.1,741.3,39.383,-124.746,936.5,23.15,455792.4997,-1.033630524,7/20/2009 20:00,7/21/2009 20:18,2009,20:19:12,40015.84619,40015.84667,37.405,-120.2666667,1220,371.856,1.891,189.1,,,484,14.2,,541,241,77.2,16.5,4.324,3.6,,53.9,219,23.8,28.7,24.45,9.27,92,63,0.21,3.45,504,13.98,0.468,0.69,0.22,,,,,9.61,6.39,8.12,1.21,4.29,0.64,1.235,,615,65,98,275,17,24,36,,,,,56,23,,23,,,,,,,,8,9,,,,,,102,,11,19,,,,,8,,,,,,18,26,,,,,,,,,,9,12,7,3,
35,0,21,7,20,310.4,1316.2,3.7,598.9,786.1,37.49,-120.308,409,28.35,7/21/2009 20:00,-24,20,7,20,304.5,290.8,3.2,30.2,741.1,39.418,-124.755,940.4,23.05,451211.1376,-1.041259744,7/20/2009 20:00,7/21/2009 20:19,2009,20:20:39,40015.84721,40015.84767,37.49,-120.3083333,1342,409.0416,1.879,187.9,,,473,14.3,,532,238,75.8,16.6,4.152,3.4,,53.2,212,23,26,22.05,9.17,90.7,68.8,0.2,3.87,505,10.17,0.446,0.68,0.22,,,,,9,5.79,7.28,1.05,3.57,0.64,1.225,,614,56,93,259,8,21,28,,,,,52,23,,257,,,,,,,,7,3,,,,,,69,,8,19,,,,,,,,,,,15,21,,,,,,,,,,4,7,6,3,
36,0,21,7,20,310.4,1297.1,3.6,652.2,786.3,37.578,-120.36,424.6,27.65,7/21/2009 20:00,-24,20,7,20,304,291,3.4,31.7,740.9,39.461,-124.753,907.8,22.95,446418.8827,-1.04594463,7/20/2009 20:00,7/21/2009 20:21,2009,20:22:10,40015.84826,40015.84873,37.57833333,-120.36,1393,424.5864,1.855,185.5,,,489,12.1,,533,240,76.4,16.9,4.305,3.5,,54.7,218,23.5,27.5,20.4,9.21,91.5,60.6,0.22,3.8,503,9.8,0.487,0.68,0.22,,,,,9.48,5.63,6.7,0.97,3.33,0.62,1.265,,596,47,77,210,5,22,26,,,,,42,23,,31,,,,,,,,8,5,,,,,,65,,13,18,,,,,4,,,,,,17,17,,,,,,,,,,5,11,7,3,
37,0,21,7,20,310.3,1278.5,3.6,685,786.4,37.652,-120.4,412.4,27.35,7/21/2009 20:00,-24,20,7,20,303.3,291.3,3.9,37.1,740.9,39.483,-124.731,856.9,22.65,441712.0386,-1.051758972,7/20/2009 20:00,7/21/2009 20:23,2009,20:23:42,40015.84932,40015.84979,37.65166667,-120.4,1353,412.3944,1.859,185.9,,,476,13.2,,535,240,76.7,16.8,4.257,3.4,,53.6,213,23.8,26.8,20.85,9.21,92.9,58.4,0.2,3.98,505,9.89,0.42,0.71,0.22,,,,,10.34,5.84,7.41,0.99,3.68,0.66,1.235,,643,49,82,221,14,24,27,,,,,45,21,,307,,,,,,,,9,4,,,,,,77,3,6,17,,,,,6,,,,,,15,19,,,,,,,,,,4,10,5,3,
38,0,21,7,20,309.3,1237.5,3.8,571.4,784.2,37.623,-120.5,393.8,27.75,7/21/2009 20:00,-24,20,7,20,300.2,291.7,5.3,32.8,739.6,39.683,-124.764,722,20.95,450735.6459,-0.993769745,7/20/2009 20:00,7/21/2009 20:24,2009,20:25:08,40015.85034,40015.85079,37.62333333,-120.5,1292,393.8016,1.904,190.4,,,461,17.7,,533,239,76.4,16.5,4.21,3.3,,56.2,214,23,26.8,25.95,9.23,91.6,72.5,0.38,9.02,504,10.05,0.641,0.73,0.24,,,,,11.01,7.19,10.37,1.42,5.12,1.68,3.325,,710,90,145,388,10,33,46,,,,,91,67,,135,,,,,,,,11,6,,,,4,,81,9,11,23,,,,,14,,,,,,24,30,5,,,,,,,,,7,10,6,4,
39,0,21,7,20,308.2,1190.2,4,438.4,781.5,37.58,-120.63,374.9,28.05,7/21/2009 20:00,-24,20,7,20,295.2,289.8,7.2,14.3,737.6,39.983,-124.815,512.6,18.25,469330.1359,-0.913300773,7/20/2009 20:00,7/21/2009 20:25,2009,20:26:39,40015.85138,40015.85184,37.58,-120.63,1230,374.904,1.947,194.7,,,482,42.2,,538,243,76,16.6,4.276,3.4,,74.8,245,24.8,31.7,26.4,9.41,92.9,71.3,0.83,5.92,509,11,0.651,0.74,0.32,,,,,12.17,8.05,11.86,1.76,6.4,1.52,3.145,,883,168,206,535,26,53,76,,3,,,164,89,,14,,,,,,,,25,10,,,,3,,80,21,19,30,,,4,7,21,,,,,,39,70,10,,,,,,,,,15,36,20,5,
40,0,21,7,20,307.2,1153.6,4.2,345,779.4,37.55,-120.74,374.9,28.15,7/21/2009 20:00,-24,20,7,20,292.3,289.6,8.4,-12,735.7,40.254,-124.871,361.2,17.05,488376.0055,-0.849099038,7/20/2009 20:00,7/21/2009 20:27,2009,20:26:39,40015.85241,40015.85184,37.55,-120.74,1230,374.904,1.857,185.7,,,465,23.6,,539,242,77.3,16.8,4.352,3.6,,62.1,251,24.6,29.8,25.35,9.49,90.5,64,0.3,4.54,505,9.26,0.498,0.73,0.32,,,,,11.33,6.98,9.29,1.41,4.97,0.84,1.625,,684,116,162,293,19,35,65,,4,,,137,48,,7,,,,,,,,35,8,,,,9,,116,22,15,26,,,3,6,17,,,,,,28,53,7,,,,,,,,,8,20,6,4,
41,0,21,7,20,306.2,1110.3,4.3,258.1,777.4,37.545,-120.858,352,28.15,7/21/2009 20:00,-24,20,7,20,289.1,281.9,9.1,-57.3,733.7,40.484,-124.965,215.4,15.75,506447.162,-0.804190185,7/20/2009 20:00,7/21/2009 20:28,2009,20:29:37,40015.85345,40015.8539,37.545,-120.8583333,1155,352.044,1.845,184.5,,,461,17.7,,536,241,76.1,16.7,4.248,3.5,,56.2,214,23,26.8,26.55,9.62,89.7,77.6,0.59,10.98,504,9.22,0.5,0.72,0.38,,,,,11.37,6.77,9.46,1.35,5.12,1.14,2.295,,826,216,260,666,60,60,111,,5,,,321,166,,28,,,,,,,,39,19,,,,16,23,138,41,24,42,,,13,12,41,,,,,,35,147,18,,,,,,,,,7,10,6,4,
42,0,21,7,20,305.3,1079.8,4.4,188.5,775.7,37.52,-120.963,351.4,28.05,7/21/2009 20:00,-24,20,7,20,288.2,278.3,9,-74.6,732.2,40.705,-125.002,182.7,15.35,522034.3781,-0.755332769,7/20/2009 20:00,7/21/2009 20:30,2009,20:31:07,40015.85448,40015.85494,37.52,-120.9633333,1153,351.4344,1.932,193.2,,,501,66.5,,539,241,76.2,16.6,4.229,3.6,,58.8,244,26,29.1,23.7,9.53,88.3,71.9,1.63,6.99,513,9.13,0.554,0.73,0.34,,,,,11.8,7.14,7.98,1.32,4.45,0.64,1.255,,654,98,155,257,11,29,45,,,,,79,28,,12,,,,,,,,11,5,,,,,,51,7,15,24,,,,,12,,,,,,23,37,5,,,,,,,,,27,97,110,3,
43,0,21,7,20,304.8,1044.9,4.6,176.8,774.7,37.473,-121.062,351.4,27.65,7/21/2009 20:00,-24,20,7,20,289,280.3,9.2,-67.2,731.3,40.908,-124.985,199.7,15.85,535308.3826,-0.703175005,7/20/2009 20:00,7/21/2009 20:31,2009,20:32:34,40015.85552,40015.85595,37.47333333,-121.0616667,1153,351.4344,1.882,188.2,,,476,64.5,,540,251,77.6,16.9,4.295,3.4,,62.9,235,24.5,27.9,25.8,9.48,89,61,1.68,9.74,504,9.34,0.668,0.78,0.42,,,,,12.85,8.04,9.37,2.04,5.08,0.72,1.42,,630,98,154,251,11,36,43,,,,,90,30,,79,,,,,,,,12,7,,,,14,,38,10,11,23,,,,3,12,,,,,,24,40,3,,,,,,,,,8,11,5,3,
44,0,21,7,20,304.3,981.5,4.9,175.5,773.6,37.46,-121.167,359.7,27.05,7/21/2009 20:00,-24,20,7,20,290.9,294.5,9.4,-34.3,731.3,41.049,-124.922,247.7,16.95,538844.0167,-0.660409984,7/20/2009 20:00,7/21/2009 20:33,2009,20:34:12,40015.8566,40015.85708,37.46,-121.1666667,1180,359.664,1.838,183.8,,,509,52.8,,528,248,76.5,16.5,4.124,3.3,,66.5,243,25.4,28.3,24.6,9.25,88.3,63.7,0.88,9.37,526,9.46,0.522,0.75,0.36,,,,,12.44,7.24,8.75,1.33,4.88,0.72,1.58,,650,114,161,405,15,33,46,,,,,100,35,,,,,,,,,,13,8,4,,,10,8,63,16,16,31,,,4,5,17,,,,,,50,48,9,,,,,,,,4,29,107,125,5,
45,0,21,7,20,304.2,983.2,4.8,155.5,773.7,37.535,-121.128,339.9,27.45,7/21/2009 20:00,-24,20,7,20,287.7,284.7,9,-71.4,730.6,40.985,-125.036,146.6,15.15,538146.7169,-0.698671855,7/20/2009 20:00,7/21/2009 20:35,2009,20:35:42,40015.85764,40015.85813,37.535,-121.1283333,1115,339.852,1.857,185.7,,,484,38.7,,539,246,76.4,16.7,4.143,3.4,,63.2,227,25.8,27.9,22.8,9.23,87.7,64.5,1.44,8.3,504,9.21,0.564,0.64,0.34,,,,,9.38,5.65,6.68,0.98,4.03,0.63,1.565,,651,99,163,247,15,41,48,,,,,88,30,,94,,,,,,,,12,8,3,,,11,6,59,10,9,25,,,,5,16,,,,,,25,49,6,,,,,,,,,5,14,5,3,
46,0,21,7,20,304.4,986.2,4.8,132.3,773.8,37.613,-121.08,341.4,27.75,7/21/2009 20:00,-24,20,7,20,286.9,288.6,8.7,-68.9,731.5,40.797,-125.057,118.2,14.55,521828.9088,-0.747392052,7/20/2009 20:00,7/21/2009 20:36,2009,21:37:12,40015.85868,40015.90083,37.61333333,-121.08,1120,341.376,1.883,188.3,,,530,36.2,,537,239,76,16.3,4.181,3.5,,64.6,230,26.1,26.6,22.95,9.28,87.9,60.2,0.76,6.83,545,9.82,0.646,0.75,0.36,,,,,10.83,6.78,7.86,1.19,4.52,0.7,1.59,,659,122,180,190,15,29,40,,,,,78,26,,8,,,,,,,,10,7,,,,11,6,35,12,11,26,,,,,12,,,,,,34,48,8,,,,,,,,5,32,155,194,,
47,0,21,7,20,304.5,982.8,4.7,105.2,773.8,37.695,-121.033,345.6,28.15,7/21/2009 20:00,-24,20,7,20,286.5,287.6,8.5,-69,732.5,40.601,-125.053,104.6,14.35,504655.3113,-0.79860718,7/20/2009 20:00,7/21/2009 20:38,2009,20:38:41,40015.85972,40015.8602,37.695,-121.0333333,1134,345.6432,1.851,185.1,,,490,56.9,,538,239,76.5,16.6,4.21,3.5,,71.4,251,26,28.5,26.1,9.49,90.1,61.5,0.44,5.8,514,9.69,0.669,0.81,0.36,,,,,13.31,8.45,10.46,1.51,5.49,0.93,2.04,,697,101,153,461,29,35,56,,,,,136,46,,25,,,,,,,,17,9,5,,,15,8,75,17,14,28,,,4,22,18,,3,,,,29,45,6,,,,,,,,,9,30,19,4,4
48,0,21,7,20,304.5,971.8,4.6,85.1,773.9,37.78,-120.992,338,28.45,7/21/2009 20:00,-24,20,7,20,286.1,284.2,8.4,-70.7,733.8,40.367,-125.036,93.2,14.05,485489.4052,-0.859573449,7/20/2009 20:00,7/21/2009 20:39,2009,20:40:08,40015.86076,40015.8612,37.78,-120.9916667,1109,338.0232,1.972,197.2,,,495,55.6,,539,254,76.5,16.6,4.276,3.2,,94.1,261,27.1,47.2,29.25,9.66,92.5,77.9,0.71,14.77,506,10.86,1.395,0.76,0.42,,,,,12.61,9.39,15.64,2.1,9.57,2.08,4.47,,977,178,253,744,33,88,146,,,,,374,130,,20,,,,,,,,38,17,6,,,29,23,123,39,23,45,,,9,12,42,,10,,,,43,129,16,,,,,,3,,,14,45,11,5,3
49,0,21,7,20,304.6,947,4.7,80.4,773.9,37.873,-120.973,341.4,28.45,7/21/2009 20:00,-24,20,7,20,285.9,278.8,8.3,-74.2,734.9,40.205,-125.005,91.5,14.05,471091.8254,-0.908794887,7/20/2009 20:00,7/21/2009 20:41,2009,20:41:39,40015.86181,40015.86226,37.87333333,-120.9733333,1120,341.376,1.892,189.2,,,492,26,,532,238,76.1,16.5,4.219,3.5,,74.9,252,25.4,26,29.55,9.49,106.7,60.4,0.73,6.27,515,11.41,0.929,0.8,0.4,,,,,12.51,9.21,14.89,1.97,9.2,1.67,3.67,,1038,143,215,455,17,64,86,,,,,176,63,,5,,,,,,,,20,13,4,,,19,11,64,19,21,35,,,3,8,29,,5,,,,44,73,9,,,,,,,,3,10,24,24,4,3
50,0,21,7,20,304.8,932.6,4.7,102,774.3,37.963,-120.943,338.3,28.55,7/21/2009 20:00,-24,20,7,20,286.9,281.4,8.5,-48.8,736.3,40.018,-124.946,107.5,14.55,456160.416,-0.965306444,7/20/2009 20:00,7/21/2009 20:42,2009,20:43:11,40015.86285,40015.86332,37.96333333,-120.9433333,1110,338.328,1.857,185.7,,,490,38.3,,539,242,76.7,16.8,4.267,5.2,,60.8,232,25,28.9,26.1,9.76,116.5,63.8,0.44,9.44,524,12.85,0.983,0.83,0.32,,,,,12.96,8.05,10.58,1.44,6.08,0.96,2.12,,781,115,182,346,18,61,56,,,,,100,34,,,,,,,,,,12,11,,,,15,6,60,9,10,24,,,,7,18,,,,,,31,43,7,,,,,,3,,,5,13,10,6,
51,0,21,7,20,305.5,953.3,4.5,177.5,775.6,38.05,-120.91,366.7,28.15,7/21/2009 20:00,-24,20,7,20,288.8,286.5,8.9,-11.6,737.3,39.947,-124.872,158.3,15.65,448274.367,-0.997065192,7/20/2009 20:00,7/21/2009 20:43,2009,20:44:33,40015.86385,40015.86427,38.05,-120.91,1203,366.6744,1.85,185,,,495,41.9,,537,241,76.2,16.7,4.19,5.6,,69.4,233,25.6,28.6,24.15,9.55,114.5,69.5,0.52,9.72,525,9.54,1.028,0.75,0.28,,,,,11.32,7.28,10.35,1.47,6.18,2.02,4.24,,781,101,174,356,17,73,71,,,,,122,112,,59,,,,,,,,14,12,,,,12,6,63,12,9,24,,,,22,20,,,,,,27,52,7,,,,,,,,,3,9,5,5,3
52,0,21,7,20,305.3,919.4,4.6,118.8,774.2,38.158,-120.985,378.3,28.35,7/21/2009 20:00,-24,20,7,20,288.3,286,8.8,-14.2,737.1,39.976,-124.875,132.9,15.45,442185.8417,-1.007737834,7/20/2009 20:00,7/21/2009 20:47,2009,20:47:40,40015.86597,40015.86644,38.15833333,-120.985,1241,378.2568,1.872,187.2,,,488,62.4,,541,244,77,16.7,4.276,3.9,,61.1,221,25,29.4,25.2,9.52,89.5,59.7,0.47,6.68,510,10.33,2.527,0.85,0.3,,,,,13.42,8.53,11.95,1.56,7.74,1.4,2.97,,932,88,155,359,12,85,85,,,,,133,49,,59,,,,,,,,15,12,3,,,10,6,92,12,15,32,,,,24,15,,3,,,,32,52,5,,,,,,,,,4,10,7,5,
53,0,21,7,20,304.6,874.7,4.9,81.6,772.6,38.125,-121.098,380.4,28.15,7/21/2009 20:00,-24,20,7,20,285.9,279.9,8.3,-63.6,735,40.223,-124.977,76.2,14.05,455111.3179,-0.940445364,7/20/2009 20:00,7/21/2009 20:48,2009,20:49:11,40015.86701,40015.86749,38.125,-121.0983333,1248,380.3904,1.887,188.7,,,489,71.9,,537,243,76.7,16.8,4.248,3.7,,75.2,282,25.5,32.9,27.75,9.78,90,72,0.52,11.86,515,10.29,2.457,0.87,0.34,,,,,14.51,10.07,15.18,2.12,10.15,2.87,6.36,,1137,167,228,654,31,133,155,,,,,265,265,,22,,,,,,,,32,17,6,,,24,16,127,29,18,39,,,6,10,33,,9,,,,44,88,13,,,,,,,,,10,25,10,5,
54,0,21,7,20,303.7,827.5,5.4,73.7,771.1,38.087,-121.232,331.6,27.75,7/21/2009 20:00,-24,20,7,20,285.2,290.9,8,-66.4,733.4,40.398,-125.073,48.8,13.55,467935.4338,-0.889320397,7/20/2009 20:00,7/21/2009 20:50,2009,20:50:40,40015.86806,40015.86852,38.08666667,-121.2316667,1088,331.6224,1.898,189.8,,,481,86.2,,535,241,76.3,16.5,4.143,3.7,,65.8,231,25.2,27.7,27.15,9.39,89.3,69.7,1.54,13.15,505,12.75,2.335,0.85,0.34,,,,,13.41,9.05,13.17,1.72,9.51,1.85,4.06,,991,173,248,489,25,144,144,,,,,273,99,,24,,,,,,,,30,20,6,,,23,15,108,28,34,44,,,6,12,33,,7,,,,41,87,14,,,,,,,,4,25,66,46,5,3
55,0,21,7,20,303.3,796.1,5.7,75.5,770.2,38.07,-121.32,325.8,27.35,7/21/2009 20:00,-24,20,7,20,285.3,294.1,8.1,-65.3,732.2,40.629,-125.088,49.2,13.65,478542.169,-0.829493095,7/20/2009 20:00,7/21/2009 20:51,2009,20:52:10,40015.8691,40015.86956,38.07,-121.32,1069,325.8312,1.897,189.7,,,475,66.4,,533,242,76.7,16.3,4.181,3.7,,66.2,226,24.8,28.4,27,9.42,91.6,66.4,0.89,11.44,509,10.35,1.972,0.82,0.34,,,,,13.4,8.18,11.79,1.46,8.79,1.95,4.1,,991,145,219,431,17,118,170,,,,,265,119,,5,,,,,,,,28,16,6,,,22,14,80,25,18,35,,,5,11,29,,8,,,,40,85,11,,,,,,4,,,10,21,10,5,
56,0,21,7,20,303.5,820.5,5.5,75.9,770.9,38.087,-121.255,306.6,27.75,7/21/2009 20:00,-24,20,7,20,285,294.4,8,-64,733.6,40.342,-125.093,40.1,13.45,465809.7629,-0.901009874,7/20/2009 20:00,7/21/2009 20:53,2009,20:53:40,40015.87014,40015.8706,38.08666667,-121.255,1006,306.6288,1.925,192.5,,,485,82.3,,540,244,76.8,16.7,4.305,3.7,,70.9,317,25.5,30.3,28.65,9.71,114.8,73.6,1.1,14.92,522,10.6,1.303,0.76,0.42,,,,,13.43,8.28,11.81,1.57,7.85,1.48,3.195,,866,153,237,411,24,94,125,,,,,226,81,,42,,,,,,,,25,15,5,,,23,14,130,26,18,35,,,7,11,30,,7,,,,38,77,13,,,,,,3,,,10,39,11,6,
57,0,21,7,20,302,708.4,6.2,80.1,768.3,38.007,-121.525,300.5,26.25,7/21/2009 20:00,-24,20,7,20,286.1,287.9,8.2,-72.8,730.6,41.145,-125.021,69.7,14.15,498250.6502,-0.69029921,7/20/2009 20:00,7/21/2009 20:54,2009,20:55:15,40015.87123,40015.8717,38.00666667,-121.525,986,300.5328,1.919,191.9,,,490,103.8,,539,247,77.1,16.8,4.362,3.6,,80.8,281,25.9,31.1,29.4,9.8,129.5,74.7,1.71,20.16,528,9.97,0.788,0.82,0.4,,,,,13.12,7.94,11.3,1.57,7.76,1.41,3.24,,969,228,298,587,49,145,176,,4,,,350,127,,102,,,,,,,,41,24,10,,,32,23,157,43,44,51,,,10,14,52,,12,,,,49,124,22,,,,,,4,,,23,63,19,6,
58,0,21,7,20,301.6,674,6.4,96.2,767.5,38.01,-121.632,298.1,25.75,7/21/2009 20:00,-24,20,7,20,290,318.3,9.1,3.1,731.9,41.175,-124.854,140.3,16.75,478441.0867,-0.64746269,7/20/2009 20:00,7/21/2009 20:56,2009,20:56:41,40015.87222,40015.8727,38.00988333,-121.6316667,978,298.0944,1.867,186.7,,,479,81.2,,539,242,76.5,16.6,4.238,3.4,,83.3,289,25.5,30.2,31.5,9.82,119.9,78.1,1.49,16.13,503,9.4,0.682,0.83,0.6,,,,,13.89,8.24,11.92,1.6,7.76,1.44,3.17,,938,208,281,434,25,104,144,,,,,306,100,,9,,,,,,,,32,20,7,,,36,20,157,38,24,40,,,10,13,44,,9,,,,51,124,19,,,,,,4,,,20,42,12,6,
59,0,21,7,20,301.7,687.9,6.4,109.2,767.2,38.06,-121.658,296.6,25.75,7/21/2009 20:00,-24,20,7,20,291.3,319.9,9.3,33.4,732.4,41.059,-124.792,168.6,17.45,456559.0324,-0.660938685,7/20/2009 20:00,7/21/2009 20:57,2009,20:58:08,40015.87326,40015.8737,38.06,-121.6583333,973,296.5704,1.846,184.6,,,479,54.1,,534,244,76.9,16.5,4.238,3.6,,78.2,241,26.1,33.2,25.65,9.7,110.8,79,1.21,16.33,505,9.76,0.561,0.77,0.3,,,,,11.31,6.4,8.19,1.08,5.16,0.93,2.085,,736,131,196,308,20,73,106,,,,,184,66,,4,,,,,,,,21,13,4,,,17,12,112,20,16,31,,,6,35,26,,6,,,,32,69,12,,,,,,6,,,12,34,18,5,3
